mutation_rate,task_flip_period,multicellular_pct
0.31622776601683794,136,0.15727415658922508
0.31622776601683794,177,0.16566910888042766
0.31622776601683794,229,0.1622767001505378
0.31622776601683794,297,0.20198009481998858
0.31622776601683794,385,0.1459516178266178
0.31622776601683794,499,0.1553668210346032
0.5623413251903491,1,0.06810968355039028
0.5623413251903491,2,0.054457398341032394
0.5623413251903491,3,0.07040140826626264
0.5623413251903491,4,0.06518502137697184
0.5623413251903491,6,0.06404930548639721
0.5623413251903491,7,0.07357117656120978
0.5623413251903491,10,0.08173476893256301
0.5623413251903491,13,0.10574072525713163
0.5623413251903491,17,0.12120567921297486
0.5623413251903491,22,0.15391794787383498
0.5623413251903491,28,0.12292530164870591
0.5623413251903491,37,0.13705081683022857
0.5623413251903491,48,0.15766257943580209
0.5623413251903491,62,0.1590305748219312
0.5623413251903491,81,0.17030238538618425
0.5623413251903491,105,0.1435864735585276
0.5623413251903491,136,0.18854638290399586
0.5623413251903491,177,0.1808688387635756
0.5623413251903491,229,0.18533964166097616
0.5623413251903491,297,0.16660316153926266
0.5623413251903491,385,0.2202778055857165
0.5623413251903491,499,0.21292312105565117
1.0,1,0.06439347710018649
1.0,2,0.057769586395955586
1.0,3,0.08839525279329884
1.0,4,0.06785993895483888
1.0,6,0.08494356870501445
1.0,7,0.07634158848092257
1.0,10,0.10039582176204566
1.0,13,0.1032373605663508
1.0,17,0.13341969630258757
1.0,22,0.15257393013490575
1.0,28,0.14374299737810461
1.0,37,0.15668084275676475
1.0,48,0.20272592296014547
1.0,62,0.17363990785043418
1.0,81,0.20296137277011594
1.0,105,0.14913131004831656
1.0,136,0.18709309663687443
1.0,177,0.26014739229024947
1.0,229,0.15806960423657906
1.0,297,0.2015866899103893
1.0,385,0.20257930047765257
1.0,499,0.20842712273980393
